Repetition,Best Val Loss,Best Pearson R,Best Spearman R
1,1.4673018778579663,0.24585106708001675,0.790277206784084
2,1.4670226363378047,0.26427548584807375,0.7234075969792768
3,1.4810928564172587,0.24048364279193554,0.7538028741632801
